comentarios,id_comentarios,nombre_canal,categoria,dummy_y
"Está bien llamar la atencion sobre temas olvidados como la salud mental pero no hay que olvidar otros problemas que afectan a mucha mas gente. El remedio siempre es el mismo, dinero, con dinero bien administrado puede haber salud, cultura, seguridad, ecologia, urbanismo, etc. Por eso es tan importante no perder de vista la Economia aunque eso suene mal al esencialismo de izquierdas.",UgxIzpdJtE3srpNJF0l4AaABAg,Íñigo Errejón,politica,3
Importante es pero vaya mas importante es hablar de la gente que no tiene para comer o de otras tantisimas cosas,UgyFFwzEes8jbmCaTu94AaABAg,Íñigo Errejón,politica,3
"Colegio de la Psicología de Madrid, no colegio de psicólogos... Ojo que ellos también están en elecciones porque los que lo llevan hasta ahora hacen mucha política parecida al ayusismo y al aguirrismo. Cuidado!",UgwBWsctyfkoST8wg3l4AaABAg,Íñigo Errejón,politica,3
"Madre mía de mi vida, como este personaje tenga que levantar España. El ahijado del comunista violento y totalitario",UgwJ9-lka2-1nahqmDZ4AaABAg,Íñigo Errejón,politica,3
"Esta entrevista me recuerda a una respuesta que dio José María García, en la que decía que en el periodismo de hoy en día no se hacen entrevistas sino felaciones.",Ugw7k7lSUjAYcuBL6gN4AaABAg,Íñigo Errejón,politica,3
"Anda Íñigo,pide a Pabletone ,que te invite al chalet casta,y te deje usar la piscina obrera antifascista.De paso ,cuida a los niños...",Ugx7CcbPknFDdpa-8GJ4AaABAg,Íñigo Errejón,politica,3
Errejon el político más traidor se lo dijo la presidenta de Madrid,UgywzvyT-Ip2_IduThl4AaABAg,Íñigo Errejón,politica,3
Jajajaja malisimo este payaso a ver como te va en la urnas contra Ayuso,UgxdKuNQ4aLNytaz6vx4AaABAg,Íñigo Errejón,politica,3
"El señor abascal ya lo a dicho y  este señor (que no me cae mal y que en comparación con los políticos que hay es de los más sensatos que veo aunque no lo apruebe del todo) pero el señor errejon dice que vox no busca normalizar la homosexualidad, enserio? Me da a mi que no amigo, simplemente dan prioridad en temas como la adopción a los matrimonios laicos, cosa que no apoyo pero Vox no persigue homosexuales amigos!!! Jajajaja me da que os confundis, deberíais mirar más a la izquierda",Ugyu57ibSm81aJhxT2t4AaABAg,Íñigo Errejón,politica,3
"esta gente esta tanto con el pueblo que el pueblo les paga mas de 60000 euros para que nos guien . gracias iñigo me encanta ver emprendedores como tu , tan buenos, tan modernos, plurales, diversos, avanzados, buenos, feministas, antimachistas, democraticos, europeos, vosotros representais a los humildes, los mansosde corazon , amen.",UgwYV1DYxXaeXjyOf_p4AaABAg,Íñigo Errejón,politica,3
"Bla bla bla, viva la ocupación, los menas, el feminismo, el adoctrinamiento a los niños, etc. Sigan así que España se está beneficiando. Cada vez más gente abre los ojos.",Ugw8X9WsCJqoyY4lPiZ4AaABAg,Íñigo Errejón,politica,3
"El dia que consiga un trabajo, lo pierda y tenga que levantarse. El dia que cree un empleo y pague impuestos que le duelan, ese dia podre escuchar a este chavista, defensor de una narcodictadura criminal que hundio Venezuela en hambre y corrupcion. Este tipo es responsable en parte de esa masacre. Pero ahi sigue engatuzando a los tontos mas tontos e ignorantes.",UgxXFC4Y9MONvS8b0SJ4AaABAg,Íñigo Errejón,politica,3
"Qué muchacho más estomagante!
Ahora resulta que la gente de izquierdas en Madrid no vota...a ver si va a ser que la mayoría de la gente de Madrid vota al PP porque llevan más de 20 años haciéndolo bien...",Ugz_di8IHgs2_mz6el14AaABAg,Íñigo Errejón,politica,3
"Políticos estafadores. No valen para nada, solo para llenarse los bolsillos. Junta democrática al poder. Rotura de votos  masiva, urnas vacías. Dejen ya de cobrar subvenciones a costa de la gente trabajadora",UgybPgbHBh04U36N3Dh4AaABAg,Íñigo Errejón,politica,3
Ladrón de dinero venezolano cómplice de de crímenes de lesa humanidad en Venezuela algún día y digo Errejón algún,UgyV6Hhi7jVO019JrW54AaABAg,Íñigo Errejón,politica,3
"el gordo antonio ,no se que ordenes habra recibido del palco del madrid¡¡ pero que hable bien de los neonazis y de la extrema derecha,que ya les dieron 15 millones de euros para tal menester¡¡",UgxCZVlIEOMNciTZ4ox4AaABAg,Íñigo Errejón,politica,3
Que grande eres Iñigo. Dale en todo el morro a la petarda de Ayuso,UgzuJ0Xwv4CFgLitssF4AaABAg,Íñigo Errejón,politica,3
"Se les cae la baba a todos los tertulianos cuando habla errejon, porque a errejon no Le hacen la misma encerrona el que se le hace a vox, donde esta el terutilano el de la barbita del diario sectario el país para que le acribille a errejon como lo hace a vox, hdp porquerías",UgyysDXOij7ukpPQ2nx4AaABAg,Íñigo Errejón,politica,3
"No veo ninguna encerrona a iñigo errejon como cuando lo hacen con vox,  lo que mas me impacta es que hay un tertuliano que es blandisimo en sus preguntas y se le vee la cara de baboso cuando errejon habla, se les nota el plumero",UgxVh-wxpxSVicU859h4AaABAg,Íñigo Errejón,politica,3
"Devuelve la Beca de la Universidad de Málaga,Errejeta!!!!",UgymS498YSTYSvOUiwZ4AaABAg,Íñigo Errejón,politica,3
"Íñigo Erremojon...digno ejemplo del pijo anarco de la zona casta de Madrid.En su caso ,este pipiolo Nocilla,es de Majadahonda..( Muy obrero..)",UgypFxi8JsXaBEtRiiR4AaABAg,Íñigo Errejón,politica,3
"¡ canto ,4ooooo $ avalmadrid ,herencia en vida para evitar embargos ! el manzanares ay un criadero de ranas sapos . 
pienso que los madrileños viven en un mundo paralelo o el agua les meten algo.",UgzP77DEGJY0jrwygjZ4AaABAg,Íñigo Errejón,politica,3
Este que no ha dado chapa en su vida. Ahora viene con historias para dormir.,UgxZvGp9EJZcUwMRxyR4AaABAg,Íñigo Errejón,politica,3
Gracias por sacar a la palestra cosas a las que otros políticos no les dan importancia ,UgxlYOfW7diNslEs6t94AaABAg,Íñigo Errejón,politica,3
"Que tema más interesante, gracias Iñigo. El país donde más medicamentos se toman para la salud mental. La educación emocional tendría que ser una asignatura obligatoria. Donde más me preocupa este tema es en las capas sociales más bajas, seguramente ni de ver este video tienen posibilidad...",UgzB2Ym8zGv8KMDZu8B4AaABAg,Íñigo Errejón,politica,3
"Que decepción Íñigo, demuéstralo con pruebas acusador fascista de izquierdas",UgxdxLJLXiEyphQo3Ft4AaABAg,Íñigo Errejón,politica,3
"Llegamos a todo esto porque permitimos tener políticxs que no son políticxs que aplican sentido común como tú. Espero que algún día empieces a mencionar que uno de los grandes culpables de este país es el sistema educativo y su falta de humanismo, entendimiento del sistema en el que vivimos y en el que podemos vivir. En una sociedad con pensamiento crítico y tres dedos de frente no se permitiría tener el país que tenemos. Lxs españolxs exiliadxs así te lo pedimos. Saludos iñigo",UgzYpTDioewNbvZawkl4AaABAg,Íñigo Errejón,politica,3
"Ahora que las marimandonas del lugar no van a misa a reprimirse o ver lo que no han hecho bien, necesitan un psiquiatra...",UgxnHWvrlaIK22t5LWV4AaABAg,Íñigo Errejón,politica,3
Me apostaría un huevo que a los descendientes de los generales que ayudaron a franco les han querido...,UgwbcvDbmue7K4coJ4p4AaABAg,Íñigo Errejón,politica,3
"Lo que he visto hará uno o dos días es cómo el compañero pablito se ha apropiado del chat de militares para salir de víctima... no te leído todo el chat pero dice de matar a 26 millones sin decir a cuáles... recuerdo que la asociación entre derechas e izquierdas hace las ambidiestras, al final hacen todos lo mismo.",UgyjjcR5XPH_TfARn_54AaABAg,Íñigo Errejón,politica,3
Luego le dices a Echenique que por que dice que los chemtrails son cosa de 4º milenio ......,UgyEjHmV0mVYE7ROBnJ4AaABAg,Íñigo Errejón,politica,3
"Pregúntate que haría el comandante Chaves , Chaves vive , gracias Salud y republica",UgzN7phcPDKBGSNlwCp4AaABAg,Íñigo Errejón,politica,3
"Paleto niñato  años   llevan  siendo los suicidios  en hombres ocho de cada diez,  sabrías por  que paleto estudiado.",UgxnTCXUpdfpBVszLQZ4AaABAg,Íñigo Errejón,politica,3
"Para pagar más psicólogos de la SS hay que recortar de feminismo y sus chiringuitos, que nos cuestan un huevo y solo sirven para haceros propaganda y colocar a vuestros amigos.",Ugz3YmJqrND65zTFBIF4AaABAg,Íñigo Errejón,politica,3
"Hay muchos problemas en salud mental, espacios no apropiados para enfermos que entran en la planta de urgencias quedándose un mes en esa estrechez dando lugar a agresiones a enfermeros que tampoco tienen la formación adecuada para este tipo de enfermos, pero sobretodo sobretodo ...donde están los psicólogos? Estamos artos que todo lo solucionen con orfidales y compañía",UgzEl89OssMmCTAEKQ14AaABAg,Íñigo Errejón,politica,3
Es cierto. No tienen políticas de salud mental pública en España. Deberían aprenderlo de mi país que tiene una ley de vanguardia al respecto ( Argentina. Hay atención pública de salud mental gratuita),Ugw09TnL443lnqZPglR4AaABAg,Íñigo Errejón,politica,3
Ojos de pollo leete bien el panfleto que te han escrito aunque de lo que lees no te creas nada ahí que engañar a la plebe para que te boten.,UgxphZZPo58rEF5khft4AaABAg,Íñigo Errejón,politica,3
"""El suicidio es la primera causa de muerte no natural...""  Este hombre es un genio...",UgzgjRGwir7Fxwmn4sJ4AaABAg,Íñigo Errejón,politica,3
"Iñigo, los docentes mayores d 55 años hemos sido relegados en la vacuna, como no nos ponen la Astrazeneca, nos han puesto a la cola sin tener en cuenta que estamos en primera línea con alumnos igual ke nuestros compañeros más jovenes.",Ugz1XPWPaGVcI6cXL8h4AaABAg,Íñigo Errejón,politica,3
"DESDE LOS SANITARIOS HASTA LAS PERSONAS TRASTOCADAS POR PERDIDAS DE TRABAJO, FAMILIARES Y ENDEUDAMIEMTOS.
TODOS SUFRIMOS ES NECESARIO UNA AYUDA PSICOLOGICA.",Ugx574RnUaNaFRhpoLh4AaABAg,Íñigo Errejón,politica,3
"Mi querido legislador no puedo creer que usted apoye a un delincuente como al rapero que le llama, si es su posición hacer un cambio en las leyes para eso le pagan para hacerlo no solo para dar sus opiniones presente sus iniciativas que la sociedad se le agradeceremos no solo haga proselitismo",Ugxi6c4ivBKxC5r6y014AaABAg,Íñigo Errejón,politica,3
"Hablas del suicidio sin mencionar el sexo que sufre la mayor parte de los suicidios. 

¿Por qué? ¿Hay un sexo cuyas vidas importan y otro que no tanto?",Ugyuf-Pa9EvShlCGAoV4AaABAg,Íñigo Errejón,politica,3
"¿Es bueno para la salud mental de las personas de izquierdas mantener la prohibición de bromear sobre el feminismo? Lo planteo totalmente en serio.

Y quien dice sobre el feminismo dice otros temas. No creo que el tipo de moralismo pseudorreligioso que estamos cultivando últimamente nos vaya a ayudar, ni a hacer ninguna revolución, ni a ser más felices.",UgwnlFgV4_WB9KD8mHN4AaABAg,Íñigo Errejón,politica,3
Saludos y fuerza desde   de Mallorca     a ver cuando vienes  por aquí,Ugz7vvqCK1ySI4JB_I54AaABAg,Íñigo Errejón,politica,3
Hola Iñigo   no se si leerás  este mensaje    pero estoy preocupada  por lo que está pasando en Madrid   por favor tened mucho  cuidado  k esta gente de VOX está  muy loca y están  desatados,UgxjXLW_BRxBS3wbNCp4AaABAg,Íñigo Errejón,politica,3
50 millones de € que hacen falta urgentemente para otras muchas cosas,UgyLzf65uAm2V9C0-Qx4AaABAg,Íñigo Errejón,politica,3
Y despues de 3 dias de vacaciones el lunes se llega tarde al trabajo,UgwTkoaRx6BynsQVVCh4AaABAg,Íñigo Errejón,politica,3
Y si la gente aprovecha esos 3 dias de fiesta para viajar y seguir contaminando???,UgwuzVupmnQqztym2sV4AaABAg,Íñigo Errejón,politica,3
"Gracias comarada , hasta la victoria, hay que acabar con el facismo y repartir las propiedades privadas",Ugy3eq6NuAYLXjcezE94AaABAg,Íñigo Errejón,politica,3
"Menos horas de trabajo = menos sueldo, errejon la reducción de jornada ya está inventada!!",Ugx2YaioYV3xmEP-BUN4AaABAg,Íñigo Errejón,politica,3
Iñigo vete buscando universidad despues del dia 4 de mayo. Un saludo,UgwczHmF2BUUlziV0JB4AaABAg,Íñigo Errejón,politica,3
"Erremojón trabaja ya y no vivas del cuento nini,te sientan bien esos 180.000€ al año de fiestas todas las noches,Hasel es un criminal no lo van a encarcelar por cantar esa porquería,deja ya la política Erremojón y basta ya de robarnos.",Ugw5upKuLvcTG6db0hV4AaABAg,Íñigo Errejón,politica,3
"Íñigo muchas gracias por hacer estos directos en Twitch permitiendo que cualquier ciudadano de a pie te pueda hacer preguntas, consultas, reproches o debatir ideas. Más políticos debieran seguir tu ejemplo.",UgwUl3ysYVz_5qQV0NJ4AaABAg,Íñigo Errejón,politica,3
"Intentas manipular, a los tuyos los engañas, pero a la gente que tenga dos dedos de frente no:

Las ideas no delinquen y en la misma frase hablas de una manifestación de ideología  nazi insinuando que no se debe permitir.

El nacionalsocialismo es una idea (igual de resperable que pueda ser el comunismo), y Pedro Varela ha pasado 15 años en prisión por vender libros que hablaban sobre evidencias científicas, por acusación de ser nazi.

Hasel no está en la cárcel por sus ideas, está por apología del terrorismo y por decir que se alegra de que a la gente del PP peguen un tiro.",Ugxi6KTfhG6dx2psuBV4AaABAg,Íñigo Errejón,politica,3
"Que dices xaval, si esta en prisión es por agredir. No mientas solo para estar en el candelero. Vergüenza tendría que darte.",Ugzbgken__qLhtOiphB4AaABAg,Íñigo Errejón,politica,3
Las ideas no salen por la boca...como la de ese chulo pijo-progre,Ugy35O_cDd5GCGoTFLd4AaABAg,Íñigo Errejón,politica,3
Osea que si mi idea es fomentar algo que puede acabar con muchas vidas esta bien?,Ugww_GXMbJoPvIzDyDV4AaABAg,Íñigo Errejón,politica,3
"Con 50 millones de euros se pueden contratar a 500 expertos por 100.000 euros al año. Así en un año tendremos su estudio sobre los 4 días de trabajo a la semana.
Dudo que Errejón sea capaz de controlar a 500 empleados, ni de definir sus tareas para completar es informe de unos 500 volúmenes. 
Ni que esa macroinvestigación sirva para algo. 
Por favor, sigan esto de cerca. Huele a gran pufo.",UgwmO9eqyeNt6eU2TUF4AaABAg,Íñigo Errejón,politica,3
"Claro que las ideas no delinquen. Por eso no se ha detenido a una idea, sino a una persona que sí ha delinquido.",UgwkA0uLg3qs1735qf14AaABAg,Íñigo Errejón,politica,3
"Lamento no estar de acuerdo en todo lo que dices, piensa bien lo que no has dicho.... no dices nada de las otras sentencias por agresiones, amenazas e insultos, por ahí... no. Podré estar de acuerdo o no con sus opiniones, pero se puede decir lo mismo de otras maneras. Pero usar a este señor como ariete para mejorar la libertad de expresión no lo acabo de ver, y menos con violencia.... todo esto lo único que hace es darle más fuerza a los fascistas.",UgyxNnUcNNO0TpyHNXV4AaABAg,Íñigo Errejón,politica,3
"Estoy de acuerdo que hay que luchar por la libertad de expresión, pero no hay que dar tregua a los nazis",Ugwo6VJtJXa8Yd_-j2R4AaABAg,Íñigo Errejón,politica,3
Mira como solo dice lo de los tuits. Lo de que agredió a un periodista y amenazó de muerte a un testigo eso se lo calla,Ugx8mcXrALNBL9mLnpB4AaABAg,Íñigo Errejón,politica,3
"Por cierto Iñigo,  mejor que no veas el repaso que te da Rallo en su canal por el tema de la herencia de la riqueza en Florencia. Menudo repaso. Si lo ves no sales a la calle en dos meses.",Ugx-yWDKpLDga7oxtzd4AaABAg,Íñigo Errejón,politica,3
Pero vamos haber me pones esto no acabo de. Tengo familia en las cunetas  somos rojos y maratones  te queda claro yo,Ugyx7EP7LJwSltKlgOt4AaABAg,Íñigo Errejón,politica,3
"O hablan de los trans, o de Franco, menos trabajar.
No dices nada de la niñas abusadas en Mallorca, a no que allí gobiernan tus amigos",UgxdnzwD8cP1WBOe0l14AaABAg,Íñigo Errejón,politica,3
"Te veo muy bien en tu comentario, y muy razonable. un cordial saludos.",UgyTmBkGa9RKgx1VgBp4AaABAg,Íñigo Errejón,politica,3
"y los hombres que transiciones hacia el género femenino para que quieren ir a un ginecólogo? no necesitan una ginecóloga, no tienen ni genitales ni aparato reproductor femenino. Tienen que ir con el especialista cirujano que las operó, en caso de ser operadas o con especialistas en endocrinología.",Ugy-zVuR5fwIJup1ppV4AaABAg,Íñigo Errejón,politica,3
"Carla Antonio es única, igual q los trans ,son como todos  vivir wnbpaz",UgxpFxOBk1j4SBN-0w54AaABAg,Íñigo Errejón,politica,3
"Gracias Íñigo por exponer claramente y sin prejuicios ni miedo, la dura realidad que viven algunos colectivos, y por la que deben  aprobarse leyes progresista que los fortalezcan y penalicen su discriminación",UgwMMKaK0AajaHuwYn94AaABAg,Íñigo Errejón,politica,3
Más dinero público más chiringuito hay que enchufar algún colega verdad vago inútil.,UgypdshJKaJ3TNbaGvR4AaABAg,Íñigo Errejón,politica,3
"Los españoles tienen un Don Quijote del siglo xxi. Quien en estos dias da un un discurso por los sin papeles en el Congreso de los diputados? Quien alza la bandera de los explotados? de los que no tienen voz? Sin insultar, sin odio?  Pues Iñigo. Cuan orgullosos estaran sus padres.",Ugxojzs4Y5MgrKBLCip4AaABAg,Íñigo Errejón,politica,3
Me controlan telefónicamente también. ....Perdone hacerle perder el tiempo....Muchas gracias.....Me vigilan y me amenazan Por favor bórrelo,UgyRa-VvdMavTcoBTgJ4AaABAg,Íñigo Errejón,politica,3
Estercolero moral dices por tus aliados narcos en Venezuela no?,Ugzs8joDa5vTv1ozIDh4AaABAg,Íñigo Errejón,politica,3
"Cuanta palabrería, el gobierno está permitiendo que vengan ilegales, a qué vienen si no hay trabajo ni para los españoles? El inmigrante que venga legalmente, con contrato de trabajo, no a por las ayudas, los ilegales a su país de origen ,han de ser devueltos, control de fronteras ya.",UgxvJdvr66JQcXIiJC94AaABAg,Íñigo Errejón,politica,3
"Precisamente estercolero en la cabeza es lo que tienes tú!! Con la decisión que acabáis de tomar en Madrid, ya la cagasteis en 2019 y ahora más aún. 
Para mi ya no tenéis perdón!!",UgwoTf-1jhNCziHecU14AaABAg,Íñigo Errejón,politica,3
"Errejon, sabs porque Espana es un pais rico y desarrollado y Latinoamerica no lo es?? Porque los espanoles nos quedamos aqui luchando por nuestros derechos codo con codo, brazo con brazo, con sangre,sudor y lagrimas para no acabar como esos estercoleros tercermundistas como Chile o Mejico donde ni calles asfaltadas o metro tienen alli. Lo siento, yo si quiero inmigrantes del tercermundo calladitos y que no molesten...que vas hacer?? Vamos a seguir a humillandoles hasta que se vayan.",UgxilmeSaWRRHFkttmF4AaABAg,Íñigo Errejón,politica,3
"Justamente porque son ilegale y sin papeles es que abusan de ellos. Que parte no entiendes, Errejón.   Los indocumentados no tendrán los derechos que les corresponde. Siguiendo la política de VOX , que solo acepta imigración legal, ese sr que perdió el brazo, por ejemplo, no estaria mutilado.",UgyvjzpuD0kvrA_xrm14AaABAg,Íñigo Errejón,politica,3
Podemos el estercolero moral de las feminaziis y del lobby glbtiq,Ugw6BrAD0zFMfq5kt-d4AaABAg,Íñigo Errejón,politica,3
"Claro adoptemos a todos los menas ...que ya reconocen que hay 150.000 menores...pues llevemos a sus embajadas y consulados, que los tienen...y aquí Nuevo Curiel vendiendo que salvemos al mundo mundial...mantengalos vd",Ugz_cX3z6aJCK31G9PZ4AaABAg,Íñigo Errejón,politica,3
Me ha gustado mucho la forma de tu discurso...dando datos en lugar de insultos y no entrando en el barro político.,UgwSjovwMqOskzmOsip4AaABAg,Íñigo Errejón,politica,3
"Bien dicho. No lo quiere ver, no les conviene, está pandemia corrió vertiginosamente el velo que siguen tratando de sostener  este sistema ultraindividualista  de producción que sólo beneficia a unos cuantos y deja en la pobreza a la mayoría. Sólo invertir los términos , en vez de"" la vida vale oro"" digamos ""el oro vale vida"". Somos un apéndice del mercado, pues peleemos por dejar de serlo. Admiración a Íñigo siempre, saludos desde Argentina.",UgyfDNQUbhiyYcybbNN4AaABAg,Íñigo Errejón,politica,3
"Aparte de q este tipo quiere q todos se vacunen encima quiere ampliar aún más el Estado. Cuando esté si q está demostrado su poca eficiencia. Entonces sñr errejon aparte de odiar el racismo y a tu propia cultura, quiere usted ver a todos pobres viviendo del estado, q ese es su sueño???. Una sociedad pobre y servil, la cual este supeditada a ti, al poder. Con la excusa de que el Estado somos todos. Si claro. La soc civil no pinta nada entonces?",UgzI15twFGymyRq6pUN4AaABAg,Íñigo Errejón,politica,3
"Y Vox  populistas que remueven las entrañas de los españoles que peor lo están pasando para que culpen a los inmigrantes de su desdicha... Divide, que se den matarile entre ellos y vencerás!!!  Menuda M/I/E/R/D/A están hecho los  Fairys verdes!!!",UgxoIJTjm71yc-4bn6Z4AaABAg,Íñigo Errejón,politica,3
"Menudo  niñato el manitas blandas,  no vale ni para repartir panfletos
Ahora que no  se estimula  la próstata con el coletas intenta hacerse un huequito para  recibir una parte  del  chorreo público",UgzeNwD_qa6Yx26Pr0B4AaABAg,Íñigo Errejón,politica,3
"Papá estado es el que te paga ese sueldo que no sirve de nada.. y a los que llevamos años creando trabajo y pagando a impuestos, solo nos avalan préstamos para hacer frente a esta crisis mal gestionada.. que luego los vamos a devolver ehhh!! Y además volviendo a crear más puestos y generando pago de más impuestos. A ver que generas tú de lo que te da papá estado..",UgyCSi_bNvLegty0G2N4AaABAg,Íñigo Errejón,politica,3
"Que triste y desesperanzador  futuro le espera a nuestra madre patria. Ese es precisamente el político mentiroso, sin escrúpulos y además arrogante, sin una gota de empatía para con los españoles. Existe en la ley la posibilidad de enjuiciar a servidores públicos que mientan en el congreso?",UgyDqJm4rcNgfHUJVFR4AaABAg,Íñigo Errejón,politica,3
"En cuanto empiezen a hacer los carnets en todo el mundo, los que somos listos estamos acabados...",Ugw18WlCdilm2N93nY94AaABAg,Íñigo Errejón,politica,3
"El futuro de España, sino lo consigue pronto no pasa nada, se que algún día lo conseguira. Inteligentisimo Iñigo, veo al Iñigo del futuro y se me sale una sonrisa, que grande va a ser. Cabreenlo, saquenle la ira, haganlo explotar y luego porfavor perdonenlo para que aprenda a equivocarse y vuelva con más control y serenidad. Ahora veo lo que hacen, creo que es la primera vez que puedo decir en mi vida: que grande es España, viva España. Amo este país y a todos ustedes de verdad.",UgyU6rOHQmDpZcw_EhZ4AaABAg,Íñigo Errejón,politica,3
" lo peor de todo es que no entiendan o quieran entender algo tan básico, legítimo y justo",UgygSv7fGouEqyfCsD14AaABAg,Íñigo Errejón,politica,3
A la Cultura la han hundido. Muchos funcionarios cobrando y estando en su casa (que no digo que no lo merezcan) y los artistas sin cobrar sus cancelaciones en los teatros cuando el dinero estaba ya presupuestado. Sí lo hicieron otros países. Teatros con grandes subvenciones públicas.,UgznQKRU8wxmkKFKQ4J4AaABAg,Íñigo Errejón,politica,3
"Para tener un buen  futuro  solo hace falta ser  corrupto,  comunista ,vago ,terrorista , narcos ,y sinvergüenza  ..la ciencia  sobra ...",UgzgFErTt3fmd3LJXl14AaABAg,Íñigo Errejón,politica,3
"Yo era de izquierdas y mi pensamiento es. Izquierdas. Pero lo que no voy a tolerar es que destruyáis a mi país, yo amo mi bandera, mi país, y nuestra historia.
Habéis perdido el voto de un catalán",UgxlXXeVU_GSk66wiv54AaABAg,Íñigo Errejón,politica,3
"Nueva  clase política estos ?   ya ... aquí el amigo  a colocado  hasta a su padre a costa de los españolitos  , que manera  de tomar el pelo a la gente",UgzPsqQl3E8OwLyUou94AaABAg,Íñigo Errejón,politica,3
"Iñigo Cabreate, da un golpe en la mesa y di que España lleva sin ideas mucho tiempo, señalales y diles que están para ir a tomar el té delante de la chimenea, están dormidos y se han acomodado en sus sillones. Parecen neandertales miedosos por el cambio. Iñigo ya has demostrado tu inteligencia, ahora muestra tu lado duro y enfrentarte a ellos, pide a la gente que te vote para que los mayores sin ideas se vayan a casa a descansar. Reclama tu trono con rabia pero no te dejes llevar, Controlate jajaja. Aveces un líder debe mostrarse duro y dar un golpe en la mesa para que los demas vean que vas en serio y que no puedes más de tanta olgazaneria. Iñigo debes mostrarle al pueblo que además de un cerebro increíble también tienes un animal dentro con sangre caliente capaz de levantar la voz sin llegar a descontrolarte, como demostró por ejemplo Joan Laporta en el fútbol club Barcelona, capaz de callar la boca a todos porque tienes razon y encenderte con control. Ostia tio, si quisieras y confiaras en mi creo que podria ayudarte con eso. Te ofrezco discutir conmigo sin llegar jamas a las manos con tal de dominar ese estado, te permitiría señalarme con rabia mientras me echas una bronca, yo me haría pasar por un político de estos acomodados y tu deberías comerme y dejarme en evidencia delante del mundo. Piensalo, de verdad te ofrezco mi ayuda.... al cabo del rato: soy un bocazas, desde casa se ve todo muy fácil... ",UgzEP_G97_eB3GbkshV4AaABAg,Íñigo Errejón,politica,3
"Qué razón tienes, diputado. Dejando perder los mejores cerebros y las gentes mejor preparadas de nuestro país. Lo sabré yo... De hecho, mira, tú estás en el gallinero del Congreso.   Descansemos en paz. Miserables.",UgxXzzaEXcFYCNEDcKd4AaABAg,Íñigo Errejón,politica,3
"Si senadores, diputados y altos funcionarios tuvieran descuentos en nómina por las tasas de Paro, Pobreza, Precariedad y Desigualdad existentes nos iría mejor.

Pero eso no lo defiende nadie",Ugyq6YPAadSyI5Rkm754AaABAg,Íñigo Errejón,politica,3
"Montones vienen muriendo en el mar desde hace décadas, tratando de escapar desde que el antropófago Fidel Castro se apoderó de Cuba y la transformó en su feudo personal. Pero a los periodistas de tvn no les interesan esas vidas.",UgxiSwPNoZBO18NsDeF4AaABAg,24horas.cl,politica,3
"LOS "" EXPERTOS"" nunca le ""achuntan"". esperemos que pasa y veremos si estaban correctos en sus predicciones o no.",UgwBIm-QwHFjYyA1H4Z4AaABAg,24horas.cl,politica,3
"Jajajajaja, la sequía tiene arruinados a la agricultura, 30 años de un estado mediocre que no hace inversiones en embalses. Se llenaron la boca que seríamos una potencia alimenticia, pero como somos el país de los casi casi, todo quedó en nada.",Ugw4kC91608T4Vc3FLB4AaABAg,24horas.cl,politica,3
"Bueno y todos estos senadores y diputados que se meten la ley por donde le quepa, si después le cobran una multa lo pagamos todos los chilenos como gasto de representación.  Ya que son weones soberbios que saben que están sobre la ley. Miren al weon penca del Gutiérrez el cararajismo hecho político.",Ugz2v2LQugJlHCIAWX94AaABAg,24horas.cl,politica,3
"Los abogados en general  son unas verdaderas ratas, nefastos para nuestra linda patria",Ugw2VigVgv1IyDyn6dd4AaABAg,24horas.cl,politica,3
"lo divertido que le pagan a los reporteros para mostrar que la ley es igual para todos , pero piñera se manda cagasos asi y peores y no lo veo destituido o en la carcel, lo mismo los Payasos del gobierno y ministros junto a la manga de ratas politicas que se mandan las mismas cagadas y peores xD , pero cuando la gente les pone el ojo encima sancionan a peones y vemos noticias como estas para que la gente diga que la ley es igual para todos y digan Viva Nuestros Lideres son Lo maximo xDDDD Creen que somos wnes",Ugw0pqUwqP5k-HNln3x4AaABAg,24horas.cl,politica,3
Que tontera... destituidos por ir a almorzar.... un bluff pa la galeria,Ugwb2-eFrEuYtPGJyvl4AaABAg,24horas.cl,politica,3
Después de utilizarlos en su fallido intento de derrocar al gobierno a la oposición se les arrancaron de las manos los narcos y terroristas,UgydBLO0jYLPx1bCEc14AaABAg,24horas.cl,politica,3
Este es mi chile querido este mi chile querido mano dura y otro presidente como pinochet que no mate inocentes pero estos guashos kl piteselos a todos,UgwSjfQNmNODoWRilTd4AaABAg,24horas.cl,politica,3
"Agradezcamos a nuestro honorable gobierno que nos tiene desprotegidos y desamparados para que los criminales y terroristas hagan lo que quieran en nuestra tierra. Los asesinatos ya son una realidad en la Araucanía; pronto estaremos en la misma situación en el resto del país. Chilenos, no debemos contar con nadie porque estamos solos. Fuerza para lo que viene.",Ugx7VsdTnmdl9eQyzJd4AaABAg,24horas.cl,politica,3
"Aumenta el tráfico , Aumentan los sicarios , Aumentan los motochorros, Aumentan las peleas en espacios públicos  , Aumentan los barrios con dueños, Aumenta el comercio ilegal, Aumenta la salsa y la cumbia hasta las tantas ..  pero la Nueva Constitución Onunista lo va a resolver.",UgxVspps_Fw7oOdSidF4AaABAg,24horas.cl,politica,3
