Comentarios,Categoria
"No tendre acuarela, pero si algun dia me regalan o consiga acuarelas, tomare encuenta tus tips o consejos... interesante video, saludo desde mi casasita",dibujo
1:01 yo soy dibujante con manos de lagartija necesito crema XD,dibujo
Oli,dibujo
"Me salvaste Marlen :""v
En la escuela tenemos una clase llamada ""mi habilidad artistica"" y pues vamos a pintar con acuarelas, la cosa es que no se usarlas bien ;-;",dibujo
"Chale veo estos videos y no tengo ni dinero pa comprarmelas ,chale la pobreza",dibujo
A caray eso si me interesa!!,dibujo
"Idola, eres genial, muchas gracias.
Ahora, me faltan las acuarelas 









No, enserio, no tengo acuarelas, ni colores decentes de palo XD
Saquenme de latinoamerica",dibujo
"Que mal que lo artesanal es más caro ;-; 

Por eso hay que ahorrar :'>",dibujo
"Justo hoy dia compre acuarelas, Gracias! XD",dibujo
gracias,dibujo
me sirvió mucho,dibujo
Eres la mejor cuando mostraras tu cara Hermosa,dibujo
Awu,dibujo
Hacés todo bien  te adoro ,dibujo
Video Nuevo :D.,dibujo
te amooooooooo grax por el video,dibujo
Soy una de las primeras!!,dibujo
"He llegado un poco temprano :3
Yo no tengo acuarelas :'v nunca había echo ese tipo de cosas
Pero gracias 
Así iniciaré uwu",dibujo
Primero,dibujo
Todos somos los primeros hasta que recargamos la página x'd,dibujo
Solo voy a comentar: :D ah y MCGirlDraw tus videos son increíbles ahora si me retiro,dibujo
Te admiro has sido mi inspiracion para dibujar,dibujo
"Me gusta mucho tus vídeosme gustaría pintar  tus vídeos son lo máximos!

️️Saludame en tu próximo video plis ",dibujo
Soy uno de los primeros ahora exijo mi corazón uwu,dibujo
Llegue temprano y mi corazón,dibujo
Los que no tienen acuarela: ️️,dibujo
"Que buenos tips!!!
Sigue asi",dibujo
Tempranito,dibujo
:V,dibujo
Pimera me saludas el 24 de marzo es mi cumplee,dibujo
Primera,dibujo
Saludos uwu,dibujo
Soy la primera o no :')?,dibujo
"Ultraman es el superman de tierra 2 en el multiverso de DC, en este universo del multiverso la liga de la justicia es malvada y la liga de la maldad es buena, a él no le afecta la kriptonita verde antes lo hace más fuerte y su debilidad es la kriptonita azul.",dibujo
Si este es el último ¿entonces ya no habrán procesos de dibujo? :/,dibujo
mi postura es un asco y me esta pasando factura...,dibujo
Hace una entrevista con Germán Peralta Carrazoni,dibujo
Soy el unico que no tiene ganas de dibujar pero ve a este tipo y llega la ispiracion al tope XD,dibujo
"estaria bueno que expliques paso x paso desde el comienzo del dibujo como coloreas  que capas son cada una si cada parte del cuerpo es una capa xq vi el de ultraman y sos un groso,saludos yhojala pudas explicar con un personaje tuyo",dibujo
Gracias maestro Seba por compartir. un abrazo desde Perú,dibujo
"4:25 Hola Seba buenas tardes, disculpa, que silla es? <3",dibujo
Buen video seba!!,dibujo
"Había preguntado esto en Twitch y no me pudiste leer jajajaja
Algo que creo que estaría interesante escuchar para una potencial segunda temporada de este podcast-proceso es cómo conseguiste vos tus laburos más relevantes (obviando commissions puntuales) onda para hacerse una idea. Otra cosa que a mí me llama la atención es cómo gestionas tu tiempo cuando tenés dos trabajos (o sea, un proyecto de cómic y commissions como las de Meridiana).",dibujo
Masa vídeos asiiiiiiii por favor,dibujo
Gran video hermano! Sigo pensando que deberías hacer diseños de personajes,dibujo
Como decía ultraman pensé que era ese personaje japonés jaja,dibujo
Seba se puede usar el clip studio paint con mouse ja,dibujo
"buenísimo lo de Dan Mora, me encanta su estilo. Bien ese Ultraman! A favor de los tuto sobre ClipStudio. Abrz!",dibujo
"Buen dibujo Seba! Tan genial como siempre.
Puedes hablar acerca del copyright en los fanarts, se puede vender mercancía con un fanart propio? Mas especifico si es personaje de comics.
Gracias de antemano!",dibujo
"Siii, más tutoriales Seba!",dibujo
"Uy este tema es muy bueno, todavía no he visto el vídeo pero sé que el Seba lo va a explicar muy bien.",dibujo
"Brutalisimo!! Creo que eres uno de los dibujantes que sigo que mas ha mejorado en estos 5 años que yo llevo dibujando. 
Me has ayudado un huevo con tus cursos de dibujo inicial!  Solo quería dejarte este mensaje :) 
Eres un grande!",dibujo
"Tipos de ojos para comics, tipos de narices para comics, tipos de bocas para comics y después el rostro completo :D",dibujo
en mi humilde opinion a mi me gusta este formato.,dibujo
eres un tramendo artista te admiro y te respeto,dibujo
MUY TOOOOP ,dibujo
"Increíble Guido,  Éxitos!",dibujo
Grande Sebaa,dibujo
Puedes dibujar en tu proximo video a he-man porfa,dibujo
1:04:02  lo dijeron al mismo tiempo  jaja,dibujo
"como dse llama la pagina en la que dibujas en perspectiva
con puntos de fuga",dibujo
Tremendo Artista,dibujo
Cuál es su discord? ,dibujo
"Hola por favor, sube el video de como configuras tu espacio de trabajo en Clip Studio y porque lo configuras así, la espera me esta matando xD",dibujo
Muy buen contenido!!! Gracias por sus aportes,dibujo
"No lo pude ver en vivo, pero se agradece mucho la entrevista, ojala hayan nuevas! (sc era sticker Design, una editorial argentina que redujo el tamaño de las páginas, aquí en Chile partió con batman hush, superman birthright, batman/superman y algunas series mas )",dibujo
Coooool que genial! Me gusta este contenido,dibujo
"Buen video che, excelente entrevista",dibujo
Holaa,dibujo
"En DC cómics han existido cuatro olwman y todos han muerto en diferentes eventos, esto se da a conocer en unos de los cómics de Death Metal con el cuarto olwman al interrogar al green lanter Jhon Stuart, el cual revela que han existido hasta ese momento cuatro olwmen y el primero murió en la crisis de tierras infinitas, el segundo existió  cuando el multiverso volvió a nacer y pre a Flashpoint, el tercero siendo el olwman de los new 52 que murió al final del evento de forever evil a manos del Doctor Manhattan y  al saber esto el cuarto olwman traiciona a Perpetua y al Batman que rie haciéndose explotar con la torre que le daba poder a Perpetua y posteriormente en Future States se descubre que Amanda Waller mato al sindicado del crimen siendo el quinto olwman muerto, también gracias a Perpetua se nos da a conocer que el multiverso de Dc revive o intenta estar siempre en el orden adecuado y por esto algunos personajes reviven",dibujo
"Y si haces una serie diseñando personajes ? Hermano yo me enamoraría de tu canal, con el talento que tienes seguro que más de uno se sorprendería!",dibujo
Me acabo de suscribir a tu canal y la verdad q me encanta todo el contenido q creas es increíble lo q haces sigue adelante amigo felicitaciones . Saludos desde Cuba,dibujo
"BUENO, POR HABER BORRADO EL COMENTARI BIENINTENCIONADO DE UNA AMIGA , ME DESUSCRIBO , FUE UN PLACER VER LA CLASE DE (mala ) PERSONA QUE SOS....",dibujo
"Hola Seba, hace poco te encontré en youtube empecé a  seguir tu curso de dibujo, sin embargo, el foro en Discord ya no esta disponible, cambio de nombre o lo cerraste?",dibujo
Que brutal dibujó,dibujo
"Has leido el comic de Animal Man? Es una animalada!

Muy buen dibujo!!",dibujo
"Seba, Cuanto vale el arte?.........................
Lo que quieran pagarte.",dibujo
"Vengo de ver el vídeo de como ilustrar color de manera básica, me gustaría ver un vídeo con colorear de manera profesional y tips para agregar detalles de manera avanzada.",dibujo
"Este es un gran paso para el arte digital, y muy bonita ilustración de Olwman",dibujo
"Quiero una tabketa grafica con pantalla, estoy aorrando mucho XD",dibujo
Muy buena obra,dibujo
Para los que queremos dibujar comics y tenemos un problema que al querer dibujar al mismo personaje no nos sale ni un poco parecido a lo que queremos que nos recomiendas espero tu respuesta que tengas lindo dia,dibujo
"Che Seba, como andas? Vos sabes que me acorde de que el año tenia muchas ganas de ir a la Crack Bang Boom, y bueno, paso lo que paso. Ahora, no se si estaria para hablar del temas de las convenciones y el covid, y en general la experiencia que tenes vos en los stands, eso. Nada mas, genial el dibujo!",dibujo
"Hola Seba, cómo pones la capa para ver la referencia al lado de donde dibujas ??",dibujo
"Beeple es el nombre del artista que habla Seba, es un artista 3D",dibujo
ese titulo insta click,dibujo
PRO,dibujo
"Seba soy nuevo sub, hace tres dias que descubri tu canal y me heche una maraton de todos tus videos xD eres un crack hermano, sigue asi!",dibujo
"Maaadre mia quedo ESPECTACULAAAR, es increible como aplicas sombras e iluminaciones. Estuvo GENIAL <3",dibujo
Grandisimo trabajo como siempre amigo,dibujo
"Hola Sebas 
Yo ahorita dibujo en tradicional porque aún no tengo una tableta gráfica y estoy pensando en tomar el dibujo como trabajo. Que tableta gráfica sin pantalla es mejor para comenzar?",dibujo
Me parece que convertir en arte en pura especulación está horriblemente mal... No todo en esta vida tiene que ser un meganegocio... No todo tiene que ser explotado hasta lo absurdo...,dibujo
"Dame corazon Seba porfas, saludos desde México para un tema de ilustración podrías hablar de que tan complicado o cuál es el proceso para incursionar en el mercado del arte y hacerte medianamente conocido para ser contratado por otras empresas?",dibujo
Envidio la anatomia y habilidad que tenes,dibujo
"Es muy interesante este tema, no cabe duda que el futuro está más cerca de nosotros de lo que pensamos, apoyo tu punto y es impresionante y algo loco pensar en esa cantidad de dinero digital pero este tema me hace inspirarme jaja apenas comienzo en el mundo digital y creo que fue una buena decisión enfocarme en ello. 
Te sigo desde hace un tiempecito jaja me gusta tu manera de decir las cosas y tus vídeos son amenos.",dibujo
Excelente dibujo Seba,dibujo
"el arte original nunca dejare de ser rentable , es nuestra coneccion a la realidad y para mi es mejor que el digital, el arte digital es mas como para las perosonas que quieren sacar el trabajo rapido. anque sea muy bueno nunca superara al arte tradicional.",dibujo
"Primero comentarios, dame un corazón seba! Yo te doy un me gusta y vos un corazón! Me parece un trato justo",dibujo
Quedo tremendo! Abrazooooo!,dibujo
"una pregunta , que pinceles usas para darle los efectos a los sombreados?",dibujo
"Que haces lo?te descubri hoy y esta barbaro el canal,una mano tremenda das a los q estamos iniciando en esto. Te hago una consulta,yo usaba krita ahora me pase a clip studio,pero no me deja insertar imágenes(dibujo a lapiz) como capa.Como hago?esta deshabilitada la opcion importa. Gracias de antemano",dibujo
Grande sebaaa ,dibujo
Tiene dibujos de animé?,dibujo
"Excelente como todo lo que hace, y muy bueno el color, todos los detalles de la armadura, las luces, buenisimo lo felicito!!!",dibujo
"Buenisimo! Buenos consejos, directo al grano (tanto para gente que le gusta estudiar como para la que se le dificulta). Una de las mejores ilustraciones, de paso! me parece que se te da muuy bien hacer armaduras",dibujo
"Admiro mucho la dedicación y nivel de detalle en el traje, igual lo mismo pensé en el video de Galactus. Lo menciono desde un punto de vista artístico, ya que llevo algunos años como artista amateur imitando el estilo de cómic.

Por otro lado, pienso que podrías hablar sobre el freelance vs estudios universitarios (relacionados al arte), arte NSFW o algún que otro consejo sobre tu carrera profesional. Soy nuevo en el canal así que si ya hablaste sobre alguno de esos temas ignórame. xd",dibujo
"Recomiendo el traductor Deepl, traduce mejor el español coloquial que google translate.",dibujo
muy buen dibujo seba cada ves mejor dibujas colega,dibujo
Que le paso al servidor de discord?,dibujo
"Gran video, uno que se me ocurre que posrias hacer es uuno sobre que estudios hay que tener para dedicar-se al dibujo.",dibujo
Sos un crack!!,dibujo
"Seba!! hay una extensión para google chrome que te ayuda corrigiendo tu escritura en ingles, se llama Gramarlly",dibujo
"Seba como colocas las mascaras de color de capa como la amarilla, para las luces o sombras. No entiendo esa función en CLIP.",dibujo
"Buen dibujo Seba, estudia tranqui el inglés jaja. Te recomiendo que instales una app que se llama Duolingo, es muy divertido y no te cansa seguir estudiando el inglés. Buena suerte!!",dibujo
"Me alegro Seba que recurras al Inglés,  porque es verdad uno nunca sabe que podría pasar nunca es tarde y es mejor tarde que nunca pero es mejor en el momento, me pasa como a tí, pero quizás debido a donde vivo fue necesario una adaptación mas rápida, gracias por los consejos en general, y pese a que muchas veces solo te escucho, pero volveré a este mismo video para ver esos colores fantásticos al menos para mí... GRACIAS",dibujo
Enhorabuena! Da gusto escucharte y sobre todo verte dibujar,dibujo
Está buenísimo el Cyborg,dibujo
"Vine a ver cómo dibujaban a cyborg, y salí sabiendo usar correctamente el google translate. 10/10",dibujo
"Snyder Cut será la mejor película de superhéroes o por lo menos la más histórica, el movimiento que se levantó al rededor de él, revolucionó la historia del cine",dibujo
"Hola, cómo hace los círculos?",dibujo
Gramarly ayuda con los problemas de gramaticos en el idioma ingles,dibujo
podrías hablar sobre que estudiar en relacion del arte en argentina y si es necesario estudiar para poder trabajar dibujando?,dibujo
Seba habrá cursos nivel medio jajaj,dibujo
La hostigada que te voy a pegar en Twitch preguntando cómo vas a ponerte a estudiar inglés para copiarte va a ser legendaria.,dibujo
"es imposible decir  G I R L  ,  es antinatural !",dibujo
Excelente dibujo Seba,dibujo
FANTÁSTICO,dibujo
"Le tengo mucha fe al Snyder Cut especialmente a Darksaid. 
Además dicen que van a hacer la peli de flashpoint y el multiverso de Batman.",dibujo
Me haces valorar mis clases de inglés xDD,dibujo
esta genial ese cyborg seba!,dibujo
Hablar sobre el arte NSFW,dibujo
Me gustan tus dibujos. Yo antes dibujaba/copiaba dibujos o personajes. Ahora me gustaría retomar pero no sé por dónde reempezar para dibujar mejor haciendo uso de bocetos y así. Por donde me recomiendas empezar?! Me recomendarías retomar partiendo del dibujo digital?!,dibujo
Saludos seba me encantan tus dibujos y estoy haciendo el curso de principiantes que tu pusiste ojala me sirva mucho saludos desde Colombia!!,dibujo
Me encanta ver tus videos,dibujo
Perdón por la desprolijidad de las veces que aparece en pantalla varias apps :D Iba a subir de nuevo el video. Pero ya es tarde :( La próxima voy a estar más atento a esos detalles,dibujo
genios,dibujo
Gracias Seba por haberle hecho preguntas que abren espacio a contar historias y opiniones muy interesantes (y utiles),dibujo
Aaaaaaaaaaaaah que alegría escuchar a Eduardo en este canal,dibujo
Fui a buscarlo en Instagram y me di cuenta de que YA LO SEGUÍA jajajajajajaja,dibujo
"Acabo de terminar la charla, muy enriquecedora, unos cracks, no conocía la convención, me la debo para alguno de los años próximos, gracias por las charlas ",dibujo
"Muy buena charla, gracias ",dibujo
Como siempre Seba el placeres nuestro al menos por mi parte que puedas hacernos llegar a todos estos grandes artistas... GRACIAS,dibujo
"Gracias por regalarnos semejante charla Seba! Me gusta la visión realista que tiene Risso con respecto al laburo, la tiene clarísima.",dibujo
que linda charla!!! unos grosos!,dibujo
"Espectacular la entrevista, lo felicito que halla logrado hacer una entrevista a este monstruo del noveno arte, se agradece, y si un dia puede hagale una entrevista al Tomas Giorello, yo lo llegue a conocer y ademas de ser un tremendo historietista e ilustrador, es una gran persona muy humilde. Lo felicito por su canal me encanta todo el contenido y aprendo mucho con el dibujo!!!",dibujo
hermosa charla... un Laburante del comic!!!...  la mística queda en la hoja!!,dibujo
"Un placer escuchar a Eduardo y un aplauso para vos Seba por estas charlas, un saludo grande!",dibujo
Respecto a las convenciones! Yo iva mucho en su tiempo a las de Fantabaires! Donde tuve la suerte de poder conocer a Adam West! Y tengo una revista firmada! A la que le llamo mucho la atención por q era toda relacionada a la serie! Ya q la mayoría le daba para firmar cómics de Batman!,dibujo
Muy bueno como siempre!! Y muy interesante la charla!!!,dibujo
"Gracias Seba, no lo conocia.",dibujo
banco mucho estas charlas,dibujo
Excelente video,dibujo
"(Hoy me la volví a ver, espero la gente termine de entender lo valiosas que son estas charlas)",dibujo
"Tremenda charla, un placer escucharlos. Otra serie de videos mas, para poder seguir aprendiendo tanto.",dibujo
Grande! esto es justo lo que estaba buscando,dibujo
"PERO MOONSHINE QUE SE PUBLICÓ HACE UNOS MESES ES WESTERN, YA ESTA INCURSIONANDO EN ESE GÉNERO",dibujo
"Risso me hace acordar mucho a meglia, más en sus tintas",dibujo
"Listo! Ahora sí te consagraste con los invitados (a mi parecer, ojo!) Felicitaciones, Seba! Tuve el agrado de cruzar varias veces el Genio Risso (soy de Rosario también yo), junto con dibujos de él y autográfos; y por medio de un gran amigo en común, pude tener en mis manos los libros de ""100 balas"", las ediciones integrales, los originales yankees. Risso es un tipo que sabe mucho, y se puede hablar mucho (en todas sus charlas, siempre tiene una excelente predisposición para con los fans). Se extrañó fuerte la CBB... esperemos que en el 2022 se pueda volver a festejar, que son 4 días que pasan volando. Una festividad, con todas las letras, y para toda la familia. Abrazo desde Rosario, Seba! Que sigan los éxitos!",dibujo
Muy buena entrevista!!! Un fuerte abrazo y muchos éxitos más!!!,dibujo
"Gran conversación, un capo Eduardo Risso, guardo con cariño un dibujo de él que hizo en una convención aquí en Lima.. y como siempre, grande Seba!",dibujo
excelente charla !!!!,dibujo
"Muy buena entrevista!, Seba.... gracias por tanto!",dibujo
Excelente!!!! Un grande Eduardo Risso!!!!!!!,dibujo
"Que grande Eduardo!! Más allá de lo artístico que no hace falta aclarar lo groso que es, esta es una de las mejores entrevistas a un dibujante consagrado que ví. Muy claro lo que dice Eduardo, no se guarda nada. Un grande!! Y Seba un capo con las preguntas, como siempre!!",dibujo
Que capo Risso!,dibujo
"Muy lindo, me encantan estos reportajes!! Despues los pongo cuando dibujo!  Da gusto, escucharlo a Eduardo! Saludos a ambos! ",dibujo
1° ,dibujo
"Apoya la continuidad de este canal en:
- Patreon: http://www.patreon.com/juanrallo
- Youtube: https://www.youtube.com/channel/UCBLCvUUCiSqBCEc-TqZ9rGw/join
- Twitch: www.twitch.tv/juanrallo
- Paypal: https://bit.ly/2VEQ4QF
- Bitcoin: https://tippin.me/@juanrallo
- Bitcoin: https://paynym.is/+whiteheart43B
- Facebook: https://tinyurl.com/y4olp4qx
- Tienda en Teespring: https://teespring.com/stores/juanrallo",politica
"Hay que subir los impuestos a los ricos?
Respuesta corta: no
Respuesta larga: nooooooo",politica
De Nueva Zelanda a Nueva Venezuela,politica
"La educación y los medios sólo hablan de ""justicia fiscal"" y la bondad del pago de los impuestos, hasta el punto de que seguimos teniendo amigos que quieren que les suban los impuestos para tener ""mejor sanidad"". Subir impuestos es la solución a todos los problemas, como parodiamos en un vídeo.
Gracias por tu labor didáctica Juan Ramón.",politica
"No olvidemos que es una admiradora del felón,que lo haya hecho bien durante la pandemia(dejó a los verdaderos expertos hacer su trabajo),no significa que no sea una desalmada socialista y por ello liberticida.",politica
"Hola muy buenas 

yo opino que debiéramos elevar la eficiencia dinámica de la sociedad aumentando el esfuerzo fiscal de todas las capas de la población, sin discriminaciónes. 

Si además aplicamos al cálculo de transacciones una computación valor-trabajo, yo creo que ya, despegariamos haya el infinito y más allá",politica
"Nueva Zelanda sube los impuestos, y todavía son más bajos que en cualquier comunidad autónoma española, incluyendo Madrid, a la que algunos llaman ""paraíso fiscal"".",politica
"¡¡¡EL 4M VOTA VOX!!!   SÓLO VOX SON PATRIOTAS Y LUCHAN POR CUMPLIR SUS PROPUESTAS  
¡  S Ó L O  Q U E D A  V O X  ! ¡¡ O J O    EL RESTO SON TODOS ""GLOBALISTAS VENDEPATRIAS"".",politica
"Una pena, Nueva Zelanda era un gran país, espero que no continúen por esa vía.",politica
Primer comentario ,politica
"Apoya la continuidad de este canal en:
- Patreon: http://www.patreon.com/juanrallo
- Youtube: https://www.youtube.com/channel/UCBLCvUUCiSqBCEc-TqZ9rGw/join
- Twitch: www.twitch.tv/juanrallo
- Paypal: https://bit.ly/2VEQ4QF
- Bitcoin: https://tippin.me/@juanrallo
- Bitcoin: https://paynym.is/+whiteheart43B
- Facebook: https://tinyurl.com/y4olp4qx
- Tienda en Teespring: https://teespring.com/stores/juanrallo",politica
Rallo próximo Ministro de Hacienda por favor,politica
"Y no lo veréis en la TVE, pero tenemos una multa millonaria de Bruselas por Ley Protección Datos y además pagamos 90000€ al día por retraso, hace un mes que pagamos ese dineral al día, pero el país va mal porque los ricos no pagan impuestos. El Estado es un ente opresor de por sí, parásita al ciudadano, pero el Estado socialista es como el tener una máquina de liposucción continua, chupa la grasa y la sangre si no lo paras.",politica
"Buena entrevista Rallo, me gustaría saber tu opinión sobre el gran reseteo y la agenda 2030. 
He leído cosas buenas, como la de tener un mundo mas sostenible, pero otras bastante malas como la de querer implantar una dictadura global.
Te agradecería mucho que dieras tu punto de vista.

Un saludo.",politica
"Estimado JR.

Sería tan amable de sacar algo de contenido relacionado con Archegos y la trama opaca de derivados que ha generado grandes pérdidas a varias entidades financieras, y hasta qué punto estas prácticas pueden poner en peligro la economía y los mercados. ¿Cuál es su posición sobre los swap y derivados por cierto?

Salud y libertad¡",politica
"¿Y no hay nadie/nada que pueda fiscalizar, evitar y condenar en su caso estas cosas?",politica
"Seria bueno verte debatir con Roberto Vaquero, es un chico educado y formado puede aportar otro punto de vista",politica
"Esto es el blanqueo de lo que traían en las maletas misteriosas,, ",politica
"️ 18cams.xyz  ️



B.e.S.T f'u""l'l D.a.T.i.n.G h.o.T G.i.r.L's

—L—o—V—e—S—e-X———️

..

!️今後は気をライブ配信の再編ありがとうです！この日のライブ配信は、かならりやばかったですね！１万人を超える人が見ていたもん（笑）やっぱり人参最高！まさかのカメラ切り忘れでやら1かしたのもドキドキでした,.

 在整個人類歷史上，強者，富人和具有狡猾特質的人捕食部落，氏族，城鎮，城市和鄉村中的弱者，無`'守和貧窮成員。然而，人類的生存意願迫使那些被拒絕，被剝奪或摧毀的基本需求的人們找到了一種生活方式，並繼續將其DNA融入不斷發展的人類社會。.

 說到食物，不要以為那些被拒絕的人只吃垃圾。相反，他們學會了在被忽視的肉類和蔬菜中尋找營養。他們學會了清潔，切塊，調味和慢燉慢燉的野菜和肉類，在食品市場上被忽略的部分家用蔬菜和肉類，並且學會了使用芳香的木煙（如山核桃，山核桃和豆科灌木 來調味g食物煮的時候 1617266128",politica
"Mientras se rescata con 53 millones a una empresa deficitaria desde hace años y participada por el gobierno Venezolano, se invierten 700.000 euros en investigar la vacuna del Covid. Nada más que añadir",politica
"Da gusto escuchar argumentos sólidos y no relatos vacíos, populistas al margen de la ciencia y de la realidad. Enhorabuena, Rallo.",politica
"Cuando acabará esta pesadilla y pondremos límites a la fraudulenta gestión política, la ""casta"" se permite saquearnos los bolsillos y repartirse el botín y no hay repercusión alguna... siendo así seguro que lo seguirán haciendo",politica
Gracias,politica
El gobierno presentará el grupo de expertos.... me parto.,politica
Para esto quieren subir los impuestos? Para pagar redes clientelares ya incluso en dictaduras?,politica
"Saludos, habrá debate el sábado con Bernardos en la Sexta Noche? Ya me lo imagino diciendo: Rallo quiere que los trabajadores de Plus Ultra mueran!",politica
"¡¡¡EL 4M VOTA VOX!!!   SÓLO VOX SON PATRIOTAS Y LUCHAN POR CUMPLIR SUS PROPUESTAS  
¡  S Ó L O  Q U E D A  V O X  ! ¡¡ O J O    EL RESTO SON TODOS ""GLOBALISTASVENDEPATRIAS"".",politica
"Solo demostramos a Europa que gastamos el dinero en chiringuitos de políticos y no donde debe ir ese dinero que es a la recuperación económica...

Por menos dimiten gobiernos enteros en otros países, lo de este gobierno es todo sin transparencia, como en países con democracias menos desarrolladas",politica
"empresa estratégica ¿son unos espárragos?  (lo siento, no me puedo contener)",politica
Aquí se dejaron algo en un aeropuerto  y deben llevarse algo de aquí no?,politica
la culpa la tenemos por darle tanto poder a los politicos ......a todos los politicos ......,politica
"Dicen que defienten que los ricos paguen mas, y que los pobres paguen menos. Pero piden que España que es un pais de los mas pobres de europa, pague lo mismo que Noruega Dinamarca Suecia etc... Osea que piden subir los impuestos a los mas pobres.",politica
"La pregunta es, cuánto dinero de ese supuesto rescate se meten en el bolsillo, los traidores del gobierno Español?????????????",politica
Te voy a contar una historia. España siempre ha sido temida en todo el mundo hemos sido una potencia mundial y nos temen que podamos ser otra vez lo que fuimos por eso la historia se repite una y otra vez intentar que esta gran nación no Levante cabeza y lo mejor de todo que el enemigo siempre o casi siempre ha estado dentro .como tu .de mis múltiples viajes por todo el mundo .por cierto algunos paise que por aquí  ha algunos se les pone dura como paraísos liberales que luego no lo son tanto. Pero a lo que voy cuando digo que soy español siempre una sonrisa y luego un respecto impresionante a mi país cosa que tus palmeros no tienen y siempre decirme .conquistador. y Real Madrid. Tu me recuerdas mucho a la historia de isaac peral y como sus propios compatriotas le hicieron la cama para que no saliese adelante por no se oscuros propósitos y así siempre la historia se repite .que si estoy deacuerdo contigo que estamos gobernados por imbeciles.pero quien ha sacado el país adelante cuando gente como tu calentito en tu casa ?si españoles y muchos cobrando el minino o menos .eso es España. Espero un video tuyo de ellos .,politica
Plus ultra izquierda,politica
"felicidades es un placer escucharte  creo que los ladrillos del cortijo de camarada sanches no estarán muy de ha cuerdo con tus comentarios ,,",politica
Buen análisuis.,politica
"Like: dieselazo 
Comment: eliminación de tipos IVA súper reducidos 

A reventar mi comentario chicos!",politica
"Rallo presidente,is the best.",politica
"Rallo, ten cuidado que algún día te bloquean el canal por ir en contra del régimen bolivariano Español",politica
Oo,politica
El estado siendo solidario con el cul* ajeno.,politica
Algoritmo,politica
Rescatar mi empresa de amigos del gobierno no puede ser mal negocio,politica
Gracias Rallo. Tus análisis nunca defraudan. ,politica
53M€ a una empresa con 1 avión y las empresas con cientos de autobuses turísticos 0€ ,politica
Todo esto tiene su origen en un mensaje en el buzón de voz: Torrente paga la coca de las maletas. Primer aviso.,politica
Juan que opinas del documental Inside Job?,politica
Gracias Rallo,politica
Gracias,politica
Es estratégica por q en la bandera de España dice Plus Ultra,politica
Unos  angelitos los fundadores de Plus Ultra. ,politica
Bien,politica
Con esto han blanqueado el dinero que traía Delcy en las 40 maletas.,politica
"Si los expertos ecoomicos son como los sanitarios, apaga y vamomos",politica
y la guitarra del final?,politica
Ahora ya sabemos para que vino Delcy Rodriguez y por que la vio Avalos,politica
Hay que pagar el dinero que vino con las maletas,politica
Posicionamiento,politica
Da la sensacion de que es una subvencion encubierta,politica
"Estamos en manos de una impresentable casta política de LADRONES con mayúsculas.
Nos tratan como a niños imbéciles.
Usted,señor Rallo no lo dice por educación pero ya lo digo yo....",politica
Te juro q me calma mucho escuchar que aun hay gente así en este país. Sin tanta política barata de mierda.,politica
Cabe preguntarse: el gobierno realmente no esperaba que esto saliera a la luz y que sería un escándalo??? O le daba igual porque se cree impune??? O las dos cosas??,politica
El avión más caro del mundo!,politica
"Cuando algo se declara “estratégico” , precisamente se quiere decir cualquier cosa.",politica
que traerian las maletas de delcy,politica
"No puede ser más escandaloso,pero ya estamos acostumbrados.",politica
"No podemos esperar que el ejecutivo nombre con independencia (algo que debería ser independiente del ejecutivo), las normas de juego son fatales para el pueblo. La independencia de los poderes es la garantía de nuestros intereses y de la democracia que no tenemos (gobierne quien gobierne)",politica
Rallo jamás llegará lejos en política pq su mensaje realista no gusta a los ciudadanos aborregados. Ojalá me equivoque...,politica
"Toda la politica actual en españa viene de fuera, igual que tu felonia, lo del avioncito cacareado está claro que es pago de favores, mientras cinicamente te callas como una ramera que mas de la mitad del sector aéreo ha sido rescatado...

Con una mano golpeáis con un martillo y con la otra limpiáis la sangre del muerto,  en eso se os puede resumir lo que representáis todos los socialdemocratas",politica
LOOOOOL 1.6%??? La trampa es que el GDP incluye el gasto publico como si el sector publico sumara al output de la economia. Expansion Monetaria + Descenso del Output Economico = Hyperinflacion,politica
ole,politica
"120% de deuda pública con respecto al PIB, la más alta desde 1908, este gobierno rompiendo récords",politica
YouTube no me ha notificado de la subida.,politica
¿Dónde está la oposición?,politica
Lo de Plus Ultra huele peor que un diputado de Podemos.,politica
<3,politica
Rallo entrenador de la selección ya!,politica
Buen vídeo!,politica
Este desgobierno sólo quiere subir impuestos y ahogarnos más para ellos seguir viviendo como ricos.,politica
Me encanta escuchar a Rallo .,politica
"Gracias por tanto Juan. Para la gente como yo, que haya gente como tú es necesario.",politica
"ESTOS 53 MILLONES INCLUIEN UN PAR DE MANSIONES EN VENEZUELA PARA CADA UNO DE LOS POLITICOS SOCILACOMUNISTAS POR SI TIENEN QUE ABANDONAR ESPAÑA POR PATAS Y A TODA PRISA YA TIENEN EL AVION PREPARADO Y LOS JUECES  AMORDAZADOS Y ALGUNOS COMPRADOS,AL FINAL SI  LO SUMAS TODO NO ES TAN CARO ME SALEN LAS CUENTAS",politica
Comentario de algoritmo,politica
"youtube es maravilloso, llevo escuchada una hora de regeton de la mata segun el chombo y ahora a escuchar a Juan Rallo",politica
Da gusto escucharte Rallo.,politica
"No sé por qué, pero este asunto maloliente me hace pensar en Zapatero y sus vínculos con el régimen chavista criminal...",politica
